coupling,correction,observable,h,difference,predicted_h2_coefficient,drift_coefficient,cross_coefficient,weight_coefficient,residual,score_mse_proxy,potential_variance
shared,none,x,0.00390625,3.719691650305723e-06,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-1.2919070733501998e-08,0.25249374422048154,1.2828469849838002
shared,none,x2,0.00390625,9.981871478714766e-06,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-3.456472041974589e-08,0.25249374422048154,1.2828469849838002
shared,none,sin,0.00390625,1.6201737155774332e-06,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-5.47958006589496e-09,0.25249374422048154,1.2828469849838002
shared,none,x,0.001953125,9.315387982100631e-07,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-1.6138820497431472e-09,0.25249374422048154,1.2828469849838002
shared,none,x2,0.001953125,2.499790341614627e-06,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-4.318708169000649e-09,0.25249374422048154,1.2828469849838002
shared,none,sin,0.001953125,4.05729552455103e-07,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-6.837714557290286e-10,0.25249374422048154,1.2828469849838002
shared,none,x,0.0009765625,2.3308649754749666e-07,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-2.0167251745490778e-10,0.25249374422048154,1.2828469849838002
shared,none,x2,0.0009765625,6.254875417610606e-07,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-5.397206848463809e-10,0.25249374422048154,1.2828469849838002
shared,none,sin,0.0009765625,1.0151793289336908e-07,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-8.539808433892985e-11,0.25249374422048154,1.2828469849838002
shared,none,x,0.00048828125,5.829683730196322e-08,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-2.520521427467018e-11,0.25249374422048154,1.2828469849838002
shared,none,x2,0.00048828125,1.564393579123191e-07,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-6.745769915763089e-11,0.25249374422048154,1.2828469849838002
shared,none,sin,0.00048828125,2.539016258351623e-08,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-1.0670160910772812e-11,0.25249374422048154,1.2828469849838002
shared,none,x,0.000244140625,1.4577360374357085e-08,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-3.1502547023886182e-12,0.25249374422048154,1.2828469849838002
shared,none,x2,0.000244140625,3.911827217706332e-08,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-8.431725805867345e-12,0.25249374422048154,1.2828469849838002
shared,none,sin,0.000244140625,6.348874759254386e-09,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-1.3334268523645759e-12,0.25249374422048154,1.2828469849838002
shared,none,x,0.0001220703125,3.6447337370404398e-09,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-3.939202244284975e-13,0.25249374422048154,1.2828469849838002
shared,none,x2,0.0001220703125,9.780622090005409e-09,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-1.0538857118877127e-12,0.25249374422048154,1.2828469849838002
shared,none,sin,0.0001220703125,1.5873853342895927e-09,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-1.6671223709490797e-13,0.25249374422048154,1.2828469849838002
shared,none,x,6.103515625e-05,9.11232533873374e-10,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-4.9380442843076825e-14,0.25249374422048154,1.2828469849838002
shared,none,x2,6.103515625e-05,2.445287305974375e-09,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-1.316879549489221e-13,0.25249374422048154,1.2828469849838002
shared,none,sin,6.103515625e-05,3.968671502541099e-10,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-2.0861377562005307e-14,0.25249374422048154,1.2828469849838002
shared,none,x,3.0517578125e-05,2.2781443398400825e-10,0.24462037621402666,0.0,0.015093952688411388,0.22952642352561528,-6.044595046021443e-15,0.25249374422048154,1.2828469849838002
shared,none,x2,3.0517578125e-05,6.113385353501144e-10,0.6564371627464793,0.25249374422048154,-0.005004943728384804,0.40894836225438264,-1.6213132216621917e-14,0.25249374422048154,1.2828469849838002
shared,none,sin,3.0517578125e-05,9.921957699887685e-11,0.10653881438328115,-0.06243219232540232,0.018560151825103698,0.15041085488357978,-2.425909041130621e-15,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.0625,1.1502260371942796e-05,0.015093952688411388,0.0,0.015093952688411388,0.0,-4.745849231716419e-05,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.0625,0.0008565466087682161,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-0.00011020651815403678,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.0625,-0.000193209134357053,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-2.1833976152761507e-05,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.03125,8.871258333931209e-06,0.015093952688411388,0.0,0.015093952688411388,0.0,-5.868929838345537e-06,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.03125,0.00022797830897447469,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-1.370997275608853e-05,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.03125,-4.5519678374683625e-05,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-2.6758888236107513e-06,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.015625,2.9555251620516643e-06,0.015093952688411388,0.0,0.015093952688411388,0.0,-7.295218810175222e-07,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.015625,5.8713330002735376e-05,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-1.7087404299054285e-06,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.015625,-1.1042180542764068e-05,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-3.3123315499584995e-07,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.0078125,8.30331580159438e-07,0.015093952688411388,0.0,0.015093952688411388,0.0,-9.093018060785863e-08,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.0078125,1.4892265289390139e-05,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-2.132523187700624e-07,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.0078125,-2.7189402029281773e-06,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-4.120335598612266e-08,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.00390625,2.189655510798083e-07,0.015093952688411388,0.0,0.015093952688411388,0.0,-1.1349889112015846e-08,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.00390625,3.7497449740797606e-06,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-2.6634427960289656e-08,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.00390625,-6.745721599643595e-07,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-5.137948228845829e-09,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.001953125,5.616115189566173e-08,0.015093952688411388,0.0,0.015093952688411388,0.0,-1.4177081522943065e-09,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.001953125,9.407669552263798e-07,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-3.3278952836327987e-09,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.001953125,-1.6800001945149745e-07,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-6.414665176190368e-10,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.0009765625,1.4217565846852409e-08,0.015093952688411388,0.0,0.015093952688411388,0.0,-1.7714916513660046e-10,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.0009765625,2.356078148135765e-07,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-4.1589781392663024e-10,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.0009765625,-4.191977304168759e-08,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-8.013480821798778e-11,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.00048828125,3.5765392869535617e-09,0.015093952688411388,0.0,0.015093952688411388,0.0,-2.2139466043690674e-11,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.00048828125,5.8953946391326895e-08,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-5.198176554889055e-11,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.00048828125,-1.0469923372724566e-08,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-1.0013814357164637e-11,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.000244140625,8.969023301830248e-10,0.015093952688411388,0.0,0.015093952688411388,0.0,-2.7673580662883096e-12,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.000244140625,1.4744984566661401e-08,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-6.4974725575452896e-12,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.000244140625,-2.616228955698574e-09,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-1.2515661067238328e-12,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,0.0001220703125,2.2457163906253186e-10,0.015093952688411388,0.0,0.015093952688411388,0.0,-3.457829997964161e-13,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,0.0001220703125,3.6870584363413172e-09,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-8.120734634193266e-13,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,0.0001220703125,-6.539007668671104e-10,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-1.564194691478502e-13,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,6.103515625e-05,5.618605580792746e-11,0.015093952688411388,0.0,0.015093952688411388,0.0,-4.329970765460888e-14,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,6.103515625e-05,9.218661389809313e-10,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-1.0148847025286109e-13,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,6.103515625e-05,-1.6345552689145393e-10,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-1.9440041963289464e-14,0.25249374422048154,1.2828469849838002
shared,exact_variance,x,3.0517578125e-05,1.4052092822680606e-11,0.015093952688411388,0.0,0.015093952688411388,0.0,-5.246056214910809e-15,0.25249374422048154,1.2828469849838002
shared,exact_variance,x2,3.0517578125e-05,2.304796353769234e-10,0.24748880049209673,0.25249374422048154,-0.005004943728384804,0.0,-1.2271485872638424e-14,0.25249374422048154,1.2828469849838002
shared,exact_variance,sin,3.0517578125e-05,-4.086148086557273e-11,-0.04387204050029862,-0.06243219232540232,0.018560151825103698,0.0,-2.459153200070465e-15,0.25249374422048154,1.2828469849838002
independent,none,x,0.0625,0.0008914165952660369,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-5.170996630897906e-06,0.25249374422048154,1.2828469849838002
independent,none,x2,0.0625,0.002543085584164828,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-4.067264425260987e-05,0.25249374422048154,1.2828469849838002
independent,none,sin,0.0625,0.00034455920258652517,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,8.925519686444608e-07,0.25249374422048154,1.2828469849838002
independent,none,x,0.03125,0.00022342896230598264,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-7.179356682510628e-07,0.25249374422048154,1.2828469849838002
independent,none,x2,0.03125,0.0006407533479353411,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-5.186209169018383e-06,0.25249374422048154,1.2828469849838002
independent,none,sin,0.03125,8.600576314116148e-05,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,8.910048669130677e-08,0.25249374422048154,1.2828469849838002
independent,none,x,0.015625,5.594258383717632e-05,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-9.414065638210648e-08,0.25249374422048154,1.2828469849838002
independent,none,x2,0.015625,0.00016083034954039732,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-6.54539735692552e-07,0.25249374422048154,1.2828469849838002
independent,none,sin,0.015625,2.1488955151527378e-05,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,9.78948790983364e-09,0.25249374422048154,1.2828469849838002
independent,none,x,0.0078125,1.3997141197041874e-05,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-1.203992634773269e-08,0.25249374422048154,1.2828469849838002
independent,none,x2,0.0078125,4.0289017626538026e-05,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-8.220469248444219e-08,0.25249374422048154,1.2828469849838002
independent,none,sin,0.0078125,5.370932800119466e-06,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,1.1413842150795193e-09,0.25249374422048154,1.2828469849838002
independent,none,x,0.00390625,3.5007733532044227e-06,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-1.5219276429788244e-09,0.25249374422048154,1.2828469849838002
independent,none,x2,0.00390625,1.0082505932595964e-05,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-1.0299647159652816e-08,0.25249374422048154,1.2828469849838002
independent,none,sin,0.00390625,1.3425854472615129e-06,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,1.3759328541633137e-10,0.25249374422048154,1.2828469849838002
independent,none,x,0.001953125,8.753825230245482e-07,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-1.912971873021691e-10,0.25249374422048154,1.2828469849838002
independent,none,x2,0.001953125,2.52191243932387e-06,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-1.2889556150341713e-09,0.25249374422048154,1.2828469849838002
independent,none,sin,0.001953125,3.356288474365421e-07,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,1.6883942517957453e-11,0.25249374422048154,1.2828469849838002
independent,none,x,0.0009765625,2.1886947770832776e-07,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-2.397734463483307e-11,0.25249374422048154,1.2828469849838002
independent,none,x2,0.0009765625,6.30639135801303e-07,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-1.6121293342302736e-10,0.25249374422048154,1.2828469849838002
independent,none,sin,0.0009765625,8.390508160482923e-08,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,2.0907313232020364e-12,0.25249374422048154,1.2828469849838002
independent,none,x,0.00048828125,5.472036240794509e-08,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-3.001355295560347e-12,0.25249374422048154,1.2828469849838002
independent,none,x2,0.00048828125,1.5767992866955183e-07,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-2.015851412968953e-11,0.25249374422048154,1.2828469849838002
independent,none,sin,0.00048828125,2.09760079306065e-08,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,2.6021222999131427e-13,0.25249374422048154,1.2828469849838002
independent,none,x,0.000244140625,1.3680465982268686e-08,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-3.749585414765135e-13,0.25249374422048154,1.2828469849838002
independent,none,x2,0.000244140625,3.942250081934162e-08,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-2.5209765787577528e-12,0.25249374422048154,1.2828469849838002
independent,none,sin,0.000244140625,5.243968981272218e-09,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,3.205167809084579e-14,0.25249374422048154,1.2828469849838002
independent,none,x,0.0001220703125,3.420163041667479e-09,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-4.7193535061718685e-14,0.25249374422048154,1.2828469849838002
independent,none,x2,0.0001220703125,9.855940730219004e-09,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-3.147187610909687e-13,0.25249374422048154,1.2828469849838002
independent,none,sin,0.0001220703125,1.3109882068818024e-09,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,3.974483270637441e-15,0.25249374422048154,1.2828469849838002
independent,none,x,6.103515625e-05,8.550460339762367e-10,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-6.524824398460178e-15,0.25249374422048154,1.2828469849838002
independent,none,x2,6.103515625e-05,2.464024317916369e-09,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-3.9544328654705407e-14,0.25249374422048154,1.2828469849838002
independent,none,sin,6.103515625e-05,3.2774621905318213e-10,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,1.6095354919049276e-16,0.25249374422048154,1.2828469849838002
independent,none,x,3.0517578125e-05,2.1376150849405917e-10,0.2295264235256153,0.0,4.336808689942018e-19,0.2295264235256153,-1.6312060996150444e-15,0.25249374422048154,1.2828469849838002
independent,none,x2,3.0517578125e-05,6.160121301945765e-10,0.6614421064748641,0.25249374422048154,-7.892991815694474e-18,0.40894836225438264,-3.8353666794692485e-15,0.25249374422048154,1.2828469849838002
independent,none,sin,3.0517578125e-05,8.193706824144442e-11,0.08797866255817746,-0.06243219232540232,3.106080886617132e-19,0.15041085488357978,5.537165361867581e-16,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.0625,1.049892755011772e-06,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,1.0498927550117703e-06,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.0625,0.000977762040645036,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-8.54164771622e-06,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.0625,-0.00024128763672492948,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,2.5881145461733375e-06,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.03125,7.311355443295753e-08,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,7.31135544329571e-08,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.03125,0.00024542700998630984,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-1.1489121040041649e-06,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.03125,-6.068769960199116e-05,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,2.8123821578454074e-07,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.015625,5.541281378196317e-09,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,5.541281378196211e-09,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.015625,6.149533084665038e-05,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-1.486496759281258e-07,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.015625,-1.5209697531770594e-05,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,3.2536922673331904e-08,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.0078125,4.691566024561666e-10,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,4.691566024561402e-10,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.0078125,1.5392100805922126e-05,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-1.8894324722498875e-08,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.0078125,-3.8066541364623063e-06,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,3.9044771486751566e-09,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.00390625,4.4722892056370256e-11,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,4.472289205636364e-11,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.00390625,3.8503674790746345e-06,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-2.381303586521837e-09,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.00390625,-9.521617245211722e-07,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,4.77928881573167e-10,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.001953125,4.722000568335716e-12,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,4.7220005683340614e-12,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.001953125,9.628883148593559e-07,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-2.9888080593319774e-10,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.001953125,-2.38100804350605e-07,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,5.910900008135394e-11,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.0009765625,5.35460564776713e-13,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,5.354605647762994e-13,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.0009765625,2.4075936289058575e-07,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-3.743602573652265e-11,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.0009765625,-5.95326294927645e-08,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,7.348844907086218e-12,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.00048828125,6.361577931102147e-14,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,6.361577931091807e-14,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.00048828125,6.019451603833659e-08,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-4.683690743980435e-12,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.00048828125,-1.4884078136656598e-08,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,9.16447761298681e-13,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.000244140625,6.938893903907228e-15,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,6.938893903881379e-15,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.000244140625,1.5049212320761285e-08,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-5.876115088570516e-13,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.000244140625,-3.7211341230580786e-09,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,1.145230463955463e-13,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,0.0001220703125,1.2212453270876722e-15,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,1.2212453270812098e-15,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,0.0001220703125,3.762376410421098e-09,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-7.35726464377713e-14,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,0.0001220703125,-9.30297727741447e-10,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,1.4433784671492383e-14,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,6.103515625e-05,2.7755575615628914e-16,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,2.7755575615467355e-16,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,6.103515625e-05,9.406040391013448e-10,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,-8.456665539047675e-15,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,6.103515625e-05,-2.3257606951432308e-10,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,1.97086720655099e-15,0.25249374422048154,1.2828469849838002
independent,exact_variance,x,3.0517578125e-05,3.885780586188048e-16,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,3.885780586184009e-16,0.25249374422048154,1.2828469849838002
independent,exact_variance,x2,3.0517578125e-05,2.351534522659904e-10,0.25249374422048154,0.25249374422048154,-7.892991815694474e-18,0.0,3.283242694134257e-16,0.25249374422048154,1.2828469849838002
independent,exact_variance,sin,3.0517578125e-05,-5.8144433712215005e-11,-0.06243219232540232,-0.06243219232540232,3.106080886617132e-19,0.0,7.638316740331375e-17,0.25249374422048154,1.2828469849838002
positive,none,x,0.0625,0.002870418788435025,0.7406849085544233,0.0,0.511158485028808,0.22952642352561528,-2.288163560569068e-05,0.25249374422048154,1.2828469849838002
positive,none,x2,0.0625,0.005577095013646893,1.4576025778362711,0.25249374422048154,0.796160471361407,0.40894836225438264,-0.00011666505602604075,0.25249374422048154,1.2828469849838002
positive,none,sin,0.0625,0.0008807316859418268,0.2208348634488579,-0.06243219232540233,0.13285620089068043,0.15041085488357978,1.80955005947257e-05,0.25249374422048154,1.2828469849838002
positive,none,x,0.03125,0.000720220874507127,0.7406849085544233,0.0,0.511158485028808,0.22952642352561528,-3.104231503051947e-06,0.25249374422048154,1.2828469849838002
positive,none,x2,0.03125,0.00140789660449947,1.4576025778362711,0.25249374422048154,0.796160471361407,0.40894836225438264,-1.554341291876344e-05,0.25249374422048154,1.2828469849838002
positive,none,sin,0.03125,0.00021805635218635766,0.2208348634488579,-0.06243219232540233,0.13285620089068043,0.15041085488357978,2.3973058495823795e-06,0.25249374422048154,1.2828469849838002
positive,none,x,0.015625,0.00018042816861524313,0.7406849085544233,0.0,0.511158485028808,0.22952642352561528,-4.031078873016072e-07,0.25249374422048154,1.2828469849838002
